date,country,region,variant,daily_new_cases,daily_deaths,daily_recovered,active_cases,tests_conducted,positivity_rate,hospitalization_rate,icu_patients,vaccination_rate,stringency_index,reproduction_number
2021-08-05,France,Europe,Delta,13,0,12.0,234,208.0,0.0548,0.2015,11.0,0.2848,68.05,0.4
2021-08-05,France,Europe,Delta,2,0,1.0,34,32.0,0.0549,0.16,0.0,0.2975,66.55,0.613
2021-08-08,France,Europe,Delta,1,0,0.0,11,16.0,0.0672,0.0963,0.0,0.3049,51.44,0.849
2021-08-09,France,Europe,Delta,25,0,23.0,276,550.0,0.0359,0.2008,13.0,0.3139,40.51,1.067
2021-08-09,France,Europe,Delta,14,0,12.0,195,210.0,0.0684,0.1634,6.0,0.2977,56.47,0.787
2021-08-10,France,Europe,Delta,4,0,3.0,68,52.0,0.0825,0.1218,2.0,0.31,72.15,0.576
2021-08-12,France,Europe,Delta,5,0,4.0,54,65.0,0.857991155,0.1463,2.0,0.3159,48.17,1.012
2021-08-12,France,Europe,Delta,7,0,6.0,78,91.0,0.0661,0.16,3.0,0.3078,48.17,0.674
2021-08-14,France,Europe,Delta,14,0,13.0,147,336.0,0.0385,0.16,2.0,0.3177,62.4,0.698
2021-08-19,France,Europe,Delta,3,0,2.0,35,54.0,0.0513,0.1141,1.0,0.3208,45.28,0.803
2021-08-19,France,Europe,Delta,2,0,1.0,27,30.0,0.0764,0.1073,0.0,0.3177,59.12,0.493
2021-08-21,France,Europe,Delta,5,0,4.0,72,70.0,0.0717,0.1968,3.0,0.317,47.21,0.998
2021-08-21,France,Europe,Delta,35,1,32.0,384,770.0,0.0562,0.16,11.0,0.3288,64.18,0.559
2021-08-22,France,Europe,Delta,6,0,5.0,94,114.0,0.0368,0.1094,2.0,0.3277,66.14,0.625
2021-08-26,France,Europe,Delta,1,0,0.0,11,13.0,0.0901,0.16,0.0,0.3392,43.78,1.093
2021-09-02,France,Europe,Delta,1,0,0.0,13,23.0,0.0508,0.134,0.0,0.3361,49.98,0.65
2021-09-02,France,Europe,Delta,2,0,1.0,23,42.0,0.0431,0.1604,0.0,0.3447,59.31,0.762
2021-09-03,France,Europe,Delta,1,0,0.0,16,18.0,0.0346,0.102,0.0,0.3146,52.17,0.574
2021-09-10,France,Europe,Delta,86,1,82.0,1332,1978.0,0.0372,0.0905,35.0,0.3437,64.1,0.408
2021-09-11,France,Europe,Delta,8,0,7.0,79,96.0,0.0747,0.16,1.0,0.3615,39.65,0.954
2021-09-11,France,Europe,Delta,13,0,12.0,208,208.0,0.0741,0.1467,6.0,0.3487,50.28,0.794
2021-09-12,France,Europe,Delta,1,0,0.0,10,15.0,0.061,0.16,0.0,0.3378,42.06,1.229
2021-09-14,France,Europe,Delta,2,0,1.0,29,40.0,0.0385,0.1011,0.0,0.351,37.67,0.695
2021-09-18,France,Europe,Delta,4,0,3.0,53,60.0,0.0465,0.1296,1.0,0.3446,47.12,0.749
2021-09-23,France,Europe,Delta,4,0,3.0,51,80.0,0.0503,0.1257,1.0,0.361,58.39,0.679
2021-09-26,France,Europe,Delta,6,0,5.0,82,114.0,0.0407,0.1825,3.0,0.3624,68.14,0.663
2021-09-26,France,Europe,Delta,4,0,3.0,59,64.0,0.0568,0.15,1.0,0.3657,59.92,0.504
2021-09-27,France,Europe,Delta,22,0,21.0,390,308.0,0.0691,0.125,8.0,0.3544,63.25,0.565
2021-09-29,France,Europe,Delta,2,0,1.0,20,34.0,0.0587,0.119,0.0,0.3687,69.8,0.589
2021-10-06,France,Europe,Delta,12,0,11.0,176,192.0,0.0748,0.1316,6.0,0.4077,43.58,0.595
2021-10-06,France,Europe,Delta,3,0,2.0,34,54.0,0.0645,0.1031,0.0,0.3934,63.77,0.689
2021-10-08,France,Europe,Delta,1,0,0.0,13,24.0,0.0481,0.1766,0.0,0.3894,41.59,1.101
2021-10-10,France,Europe,Omicron,3,0,2.0,46,39.0,0.0684,0.0696,0.0,0.3851,41.59,1.066
2021-10-13,France,Europe,Omicron,4,0,3.0,59,56.0,0.0618,0.0437,0.0,0.3893,64.53,0.821
2021-10-17,France,Europe,Omicron,32,0,30.0,358,480.0,0.0547,0.0819,5.0,0.412,64.59,0.715
2021-10-24,France,Europe,Delta,1,0,0.0,16,18.0,0.0531,0.1287,0.0,0.4125,55.78,0.904
2021-10-27,France,Europe,Omicron,47,0,45.0,820,846.0,0.06,0.0392,8.0,0.4109,47.95,1.258
2021-10-30,France,Europe,Omicron,1,0,0.0,14,20.0,0.0571,0.0479,0.0,0.4259,65.12,0.929
2021-10-30,France,Europe,Delta,4,0,3.0,61,76.0,0.0612,0.1659,2.0,0.4155,77.33,0.4
2021-11-02,France,Europe,Delta,9,0,8.0,111,144.0,0.0661,0.092,2.0,0.4132,65.7,0.692
2021-11-02,France,Europe,Delta,9,0,8.0,90,198.0,0.0468,0.1767,2.0,0.4196,45.21,0.769
2021-11-03,France,Europe,Delta,1,0,0.0,18,20.0,0.0671,0.1216,0.0,0.4307,47.05,0.824
2021-11-05,France,Europe,Delta,1,0,0.0,13,24.0,0.0414,0.1427,0.0,0.4379,55.66,0.604
2021-11-09,France,Europe,Delta,1,0,0.0,17,13.0,0.0822,0.144,0.0,0.4276,68.36,0.463
2021-11-09,France,Europe,Omicron,3,0,2.0,50,39.0,0.0881,0.0606,0.0,0.4367,64.03,0.809
2021-11-10,France,Europe,Delta,3,0,2.0,45,60.0,0.0361,0.0873,1.0,0.4502,59.53,0.575
2021-11-12,France,Europe,Delta,1,0,0.0,11,24.0,0.0552,0.1261,0.0,0.4396,51.05,0.699
2021-11-17,France,Europe,Omicron,2,0,1.0,27,44.0,0.0488,0.0606,0.0,0.4327,37.95,1.626
2021-11-20,France,Europe,Omicron,1,0,0.0,16,19.0,0.0556,0.0797,0.0,0.4443,26.96,1.355
2021-12-02,France,Europe,Omicron,34,0,33.0,611,782.0,0.0588,0.0582,7.0,0.4685,48.44,1.298
2021-12-06,France,Europe,Omicron,12,0,11.0,136,192.0,0.0641,0.0605,1.0,0.4589,30.84,1.553
2021-12-07,France,Europe,Omicron,10,0,9.0,111,200.0,0.04,0.0635,1.0,0.4716,43.55,1.401
2021-12-08,France,Europe,Omicron,13,0,12.0,159,273.0,0.0552,0.0606,2.0,0.4582,29.87,1.916
2021-12-13,France,Europe,Omicron,8,0,7.0,113,176.0,0.066,0.0543,1.0,0.4781,30.56,1.2415
2021-12-13,France,Europe,Omicron,2,0,1.0,33,36.0,0.0607,0.0647,0.0,0.4791,52.2,0.984
2021-12-13,France,Europe,Omicron,1,0,0.0,16,20.0,0.0189,0.0591,0.0,0.4752,41.63,0.869
2021-12-19,France,Europe,Omicron,1,0,0.0,12,23.0,0.0397,0.0606,0.0,0.4898,39.59,1.19
2021-12-23,France,Europe,Omicron,1,0,0.0,10,18.0,0.0541,0.0606,0.0,0.4914,33.04,1.688
2021-12-24,France,Europe,Omicron,7,0,6.0,101,119.0,0.0611,0.0558,1.0,0.4964,31.7,1.536
2021-12-25,France,Europe,Omicron,18,0,16.0,280,396.0,0.0608,0.0416,3.0,0.5009,41.4,1.39
2021-12-25,France,Europe,Omicron,8,0,7.0,115,104.0,0.0845,0.0496,0.0,0.4837,31.94,1.227
2021-12-26,France,Europe,Omicron,6,0,5.0,103,120.0,0.0527,0.0748,1.0,0.5008,44.65,1.421
2022-01-01,France,Europe,Omicron,29,0,27.0,351,609.0,0.0371,0.06,3.0,0.5081,42.18,1.078
2022-01-01,France,Europe,Omicron,2,0,1.0,22,46.0,0.0573,0.0602,0.0,0.4889,30.98,1.514
2022-01-01,France,Europe,Omicron,4,0,3.0,67,92.0,0.0259,0.0606,0.0,0.4848,32.02,1.637
2022-01-05,France,Europe,Omicron,4,0,3.0,43,76.0,0.0555,0.0356,0.0,0.5006,56.13,0.812
2022-01-07,France,Europe,Omicron,1,0,0.0,14,19.0,0.0579,0.0493,0.0,0.5163,35.47,1.615
2022-01-08,France,Europe,Omicron,3,0,2.0,37,60.0,0.0563,0.0428,0.0,0.5148,50.12,1.2415
2022-01-08,France,Europe,Omicron,3,0,2.0,47,42.0,0.0766,0.05,0.0,0.5083,43.42,0.946
2022-01-10,France,Europe,Omicron,1,0,0.0,10,20.0,0.0568,0.0475,0.0,0.5317,29.4,1.011
2022-01-12,France,Europe,Omicron,11,0,10.0,197,143.0,0.0606,0.074,3.0,0.5208,27.35,1.309
2022-01-15,France,Europe,Omicron,6,0,5.0,76,72.0,0.076,0.0673,1.0,0.5225,29.33,1.277
2022-01-17,France,Europe,Omicron,9,0,8.0,133,180.0,0.0379,0.0532,1.0,0.5269,56.12,0.981
2022-01-19,France,Europe,Omicron,7,0,6.0,112,154.0,0.0332,0.0415,1.0,0.5177,46.89,0.911
2022-01-23,France,Europe,Omicron,1,0,0.0,10,22.0,0.0432,0.0667,0.0,0.5585,43.66,0.796
2022-01-28,France,Europe,Omicron,13,0,12.0,208,208.0,0.0598,0.0615,3.0,0.5321,41.27,1.41
2022-02-01,France,Europe,Omicron,6,0,5.0,108,114.0,0.0431,0.0606,1.0,0.5547,56.6,0.616
2022-02-10,France,Europe,Omicron BA.2,15,0,13.0,245,210.0,0.0527,0.064,2.0,0.5748,37.33,1.645
2022-02-13,France,Europe,Omicron,4,0,3.0,47,80.0,0.0459,0.0606,0.0,0.5719,26.03,1.847
2022-02-13,France,Europe,Omicron BA.2,39,0,36.0,505,702.0,0.0601,0.0669,7.0,0.5661,45.31,1.553
2022-02-16,France,Europe,Omicron,5,0,4.0,79,110.0,0.0321,0.0411,0.0,0.5554,39.25,1.003
2022-02-17,France,Europe,Omicron,56,0,52.0,575,1064.0,0.0563,0.0466,7.0,0.5864,41.15,0.776
2022-02-17,France,Europe,Omicron BA.2,21,0,20.0,217,357.0,0.0749,0.0606,2.0,0.5734,35.73,1.645
2022-02-18,France,Europe,Omicron BA.2,8,0,7.0,78,184.0,0.0456,0.0339,0.0,0.5764,45.29,0.924
2022-02-18,France,Europe,Omicron BA.2,8,0,7.0,117,136.0,0.0441,0.0562,1.0,0.5783,34.51,1.257
2022-02-19,France,Europe,Omicron BA.2,12,0,11.0,171,264.0,0.0421,0.0372,1.0,0.5631,46.83,1.356
2022-02-21,France,Europe,Omicron,6,0,5.0,89,108.0,0.0528,0.0323,0.0,0.56,32.41,1.586
2022-02-21,France,Europe,Omicron,1,0,0.0,17,17.0,0.0488,0.0394,0.0,0.5785,27.95,1.814
2022-03-03,France,Europe,Omicron,39,0,37.0,660,663.0,0.0534,0.0478,5.0,0.5688,47.15,1.018
2022-03-09,France,Europe,Omicron BA.2,9,0,8.0,127,108.0,0.0728,0.0334,1.0,0.6025,38.05,1.764
2022-03-10,France,Europe,Omicron,2,0,2.0,29,46.0,0.0459,0.0606,0.0,0.6032,39.86,1.2415
2022-03-12,France,Europe,Omicron BA.2,37,0,35.0,597,555.0,0.0508,0.0372,4.0,0.5894,19.37,2.182
2022-03-13,France,Europe,Omicron BA.2,2,0,1.0,28,30.0,0.0776,0.0372,0.0,0.604,17.24,1.397
2022-03-15,France,Europe,Omicron BA.2,5,0,4.0,60,85.0,0.0526,0.0372,0.0,0.6014,31.34,1.507
2022-03-18,France,Europe,Omicron BA.2,1,0,0.0,12,14.0,0.0873,0.036,0.0,0.6268,8.73,1.823
2022-03-20,France,Europe,Omicron BA.2,2,0,1.0,34,40.0,0.0618,0.0596,0.0,0.6185,30.58,1.904
2022-03-26,France,Europe,Omicron BA.2,3,0,2.0,44,51.0,0.0809,0.0527,0.0,0.6137,20.8,1.61
2022-03-27,France,Europe,Omicron BA.2,23,0,22.0,407,345.0,0.067,0.0372,4.0,0.618,37.08,1.906
2022-03-27,France,Europe,Omicron BA.2,81,0,77.0,1237,1863.0,0.0532,0.0428,10.0,0.6184,23.4,1.729
2022-04-01,France,Europe,Omicron BA.2,8,0,7.0,94,192.0,0.0465,0.0612,1.0,0.6334,28.38,1.728
2022-04-01,France,Europe,Omicron BA.2,5,0,4.0,51,105.0,0.0387,0.0397,0.0,0.6203,34.07,1.472
2022-04-06,France,Europe,Omicron BA.2,1,0,1.0,11,13.0,0.072,0.0344,0.0,0.6353,26.71,1.101
2022-04-09,France,Europe,Omicron BA.2,1,0,1.0,10,21.0,0.0305,0.0361,0.0,0.6301,35.26,1.514
2022-04-10,France,Europe,Omicron BA.2,1,0,0.0,16,13.0,0.0765,0.0372,0.0,0.6428,25.2,1.292
2022-04-11,France,Europe,Omicron BA.2,2,0,2.0,35,36.0,0.0539,0.0433,0.0,0.6306,25.2,1.66
2022-04-14,France,Europe,Omicron BA.2,2,0,1.0,32,44.0,0.073,0.0518,0.0,0.6488,32.29,2.002
2022-04-15,France,Europe,Omicron BA.2,58,0,54.0,648,812.0,0.0621,0.0574,6.0,0.6475,18.78,2.309
2022-04-18,France,Europe,Omicron BA.2,3,0,3.0,53,63.0,0.0324,0.0397,0.0,0.6567,40.58,1.212
2022-04-18,France,Europe,Omicron BA.2,3,0,2.0,45,57.0,0.0566,0.0372,0.0,0.6496,13.75,1.645
2022-04-18,France,Europe,Omicron BA.2,4,0,3.0,65,96.0,0.0602,0.0423,0.0,0.6593,28.84,1.191
2022-04-20,France,Europe,Omicron BA.2,1,0,0.0,13,18.0,0.0642,0.0301,0.0,0.6525,30.75,1.322
2022-04-22,France,Europe,Omicron BA.2,7,0,6.0,103,98.0,0.087,0.0418,1.0,0.6541,35.47,1.802
2022-04-22,France,Europe,Omicron BA.2,21,0,20.0,276,462.0,0.036,0.0375,1.0,0.658,46.9,1.441
2022-04-23,France,Europe,Omicron BA.2,127,0,121.0,2073,1651.0,0.0867,0.0382,12.0,0.6553,39.07,1.242
2022-04-23,France,Europe,Omicron BA.2,2,0,2.0,29,48.0,0.021,0.0271,0.0,0.6731,36.81,1.042
2022-04-24,France,Europe,Omicron BA.2,15,0,14.0,163,270.0,0.0398,0.0589,2.0,0.6554,18.62,2.225
2022-04-27,France,Europe,Omicron BA.2,1,0,1.0,17,13.0,0.0813,0.0372,0.0,0.6564,17.47,1.773
2022-04-28,France,Europe,Omicron BA.2,1,0,1.0,12,12.0,0.0819,0.0392,0.0,0.6822,34.3,1.437
2022-04-30,France,Europe,Omicron BA.2,2,0,1.0,27,34.0,0.0663,0.0296,0.0,0.6667,26.87,1.52
2022-05-01,France,Europe,Omicron BA.2,7,0,7.0,98,133.0,0.0339,0.0499,1.0,0.6698,29.73,1.89
2022-05-01,France,Europe,Omicron BA.2,1,0,1.0,16,23.0,0.0298,0.0258,0.0,0.673,23.23,1.486
2022-05-18,France,Europe,Omicron BA.2,10,0,9.0,180,190.0,0.0489,0.0443,1.0,0.6956,23.23,1.645
2022-05-19,France,Europe,Omicron BA.2,9,0,9.0,145,198.0,0.0425,0.0372,0.0,0.7141,28.95,1.598
2022-05-20,France,Europe,Omicron BA.2,13,0,12.0,210,221.0,0.0734,0.024,1.0,0.7145,7.34,2.407
2022-05-21,France,Europe,Omicron BA.2,6,0,5.0,97,78.0,0.0741,0.0298,0.0,0.698,21.43,2.025
2022-05-21,France,Europe,Omicron BA.2,1,0,0.0,15,23.0,0.0517,0.0504,0.0,0.6998,18.3,2.336
2022-05-24,France,Europe,Omicron BA.2,20,0,18.0,261,240.0,0.0606,0.057,4.0,0.7025,40.58,1.057
2022-06-01,France,Europe,Omicron BA.2,6,0,5.0,89,144.0,0.0306,0.0306,0.0,0.7178,33.89,1.878
2022-06-01,France,Europe,Omicron BA.2,2,0,2.0,23,40.0,0.0609,0.0298,0.0,0.7346,23.91,1.645
2022-06-04,France,Europe,Omicron BA.2,24,0,23.0,311,336.0,0.0667,0.0489,3.0,0.7149,13.24,1.76
2022-06-07,France,Europe,Omicron BA.2,9,0,9.0,127,216.0,0.03,0.0321,1.0,0.7184,30.02,1.504
2022-06-08,France,Europe,Omicron BA.2,16,0,15.0,210,208.0,0.0725,0.0375,1.0,0.7286,39.64,1.645
2022-06-10,France,Europe,Omicron BA.2,65,0,62.0,1086,780.0,0.0668,0.0526,14.0,0.7279,31.86,1.417
2022-06-11,France,Europe,Omicron BA.2,13,0,12.0,194,169.0,0.0797,0.0316,1.0,0.7275,31.79,1.293
2022-06-15,France,Europe,Omicron BA.2,2,0,1.0,31,34.0,0.0606,0.0381,0.0,0.7357,23.72,1.138
2022-06-20,France,Europe,Omicron BA.2,32,0,30.0,323,416.0,0.0885,0.0372,3.0,0.7374,23.72,1.57
2022-06-22,France,Europe,Omicron BA.2,6,0,5.0,105,132.0,0.0458,0.0409,0.0,0.7564,16.88,1.683
2022-06-25,France,Europe,Omicron BA.2,1,0,0.0,14,21.0,0.0445,0.051,0.0,0.7455,38.47,1.498
2022-06-28,France,Europe,Omicron BA.2,1,0,1.0,15,22.0,0.0496,0.049,0.0,0.7526,38.47,1.481
2022-06-30,France,Europe,Omicron BA.2,11,0,10.0,136,264.0,0.044,0.0372,0.0,0.7565,21.25,1.331
2022-07-06,France,Europe,Omicron BA.2,9,0,9.0,144,189.0,0.0532,0.0345,1.0,0.7631,19.69,1.195
2022-07-07,France,Europe,Omicron BA.2,1,0,0.0,10,17.0,0.0651,0.0474,0.0,0.7542,10.92,2.064
2022-07-09,France,Europe,Omicron BA.2,53,0,51.0,855,689.0,0.0715,0.0462,7.0,0.7635,25.45,1.499
2022-07-10,France,Europe,Omicron BA.2,11,0,10.0,130,253.0,0.0578,0.0475,1.0,0.7764,32.56,1.159
2022-07-14,France,Europe,Omicron BA.2,11,0,11.0,161,253.0,0.0449,0.0471,1.0,0.776,7.84,1.909
2022-07-15,France,Europe,Omicron BA.2,8,0,7.0,131,136.0,0.0662,0.0242,0.0,0.7785,6.72,1.887
2022-07-15,France,Europe,Omicron BA.2,2,0,2.0,21,30.0,0.0739,0.0296,0.0,0.7665,31.64,1.645
2022-07-17,France,Europe,Omicron BA.2,6,0,6.0,106,72.0,0.0819,0.0487,1.0,0.7685,38.84,1.076
2022-07-18,France,Europe,Omicron BA.2,5,0,5.0,82,95.0,0.0596,0.0334,0.0,0.7834,39.82,1.11
2022-07-18,France,Europe,Omicron BA.2,12,0,11.0,195,180.0,0.0685,0.0241,0.0,0.7818,11.57,2.285
2022-07-18,France,Europe,Omicron BA.2,1,0,1.0,9,23.0,0.0322,0.0405,0.0,0.7788,27.03,1.81
2022-07-28,France,Europe,Omicron BA.2,22,0,20.0,305,352.0,0.0392,0.0379,2.0,0.7908,33.29,1.093
2022-07-28,France,Europe,Omicron BA.2,8,0,8.0,114,112.0,0.064,0.0222,0.0,0.7989,15.58,1.931
2022-08-04,France,Europe,Omicron BA.2,54,0,51.0,734,702.0,0.0729,0.0244,3.0,0.8063,32.65,1.551
2022-08-04,France,Europe,Omicron BA.2,3,0,2.0,34,51.0,0.0518,0.046,0.0,0.8074,32.65,1.816
2022-08-08,France,Europe,Omicron BA.2,6,0,5.0,59,108.0,0.0679,0.0433,0.0,0.8243,32.65,2.12
2022-08-08,France,Europe,Omicron BA.2,17,0,16.0,270,374.0,0.0451,0.0283,2.0,0.7992,23.42,1.455
2022-08-08,France,Europe,Omicron BA.2,1,0,0.0,11,19.0,0.0538,0.0215,0.0,0.8071,25.39,1.641
2022-08-08,France,Europe,Omicron BA.2,4,0,3.0,62,60.0,0.068,0.0412,0.0,0.8133,24.74,1.212
2022-08-16,France,Europe,Omicron BA.2,6,0,6.0,60,126.0,0.959686275,0.0445,0.0,0.8088,19.57,1.821
2022-08-19,France,Europe,Omicron BA.2,7,0,7.0,83,112.0,0.053,0.0212,0.0,0.8397,35.36,1.239
2022-08-19,France,Europe,Omicron BA.2,11,0,11.0,174,198.0,0.0513,0.0372,1.0,0.8488,27.3,1.769
2022-08-20,France,Europe,Omicron BA.2,6,0,5.0,96,144.0,0.0455,0.043,0.0,0.841,39.95,1.414
2022-08-21,France,Europe,Omicron BA.2,1,0,1.0,13,19.0,0.0412,0.0223,0.0,0.8346,37.05,1.645
2022-08-22,France,Europe,Omicron BA.2,11,0,10.0,164,253.0,0.0336,0.0372,1.0,0.8352,31.39,0.997
2022-08-22,France,Europe,Omicron BA.2,20,0,19.0,208,360.0,0.0437,0.0372,2.0,0.8351,15.57,1.799
2022-08-23,France,Europe,Omicron BA.2,6,0,5.0,62,132.0,0.0367,0.0312,0.0,0.8318,10.81,1.401
2022-08-23,France,Europe,Omicron BA.2,21,0,20.0,256,441.0,0.0465,0.0211,1.0,0.8341,24.23,1.346
2022-08-29,France,Europe,Omicron BA.2,5,0,5.0,50,70.0,0.0703,0.0372,0.0,0.8379,22.76,1.59
2022-08-30,France,Europe,Omicron BA.2,1,0,0.0,14,24.0,0.033,0.028,0.0,0.8434,23.4,1.475
2022-09-04,France,Europe,Omicron BA.2,1,0,0.0,17,23.0,0.0476,0.04,0.0,0.8451,25.72,1.641
2022-09-10,France,Europe,Omicron BA.2,20,0,18.0,304,360.0,0.0422,0.0399,1.0,0.8728,36.99,1.29
2022-09-12,France,Europe,Omicron BA.2,1,0,0.0,14,22.0,0.052,0.0238,0.0,0.8739,22.94,1.645
2022-09-16,France,Europe,Omicron BA.2,3,0,2.0,42,60.0,0.0433,0.0344,0.0,0.8754,38.13,1.143
2022-09-17,France,Europe,Omicron BA.2,20,0,19.0,363,400.0,0.0377,0.0333,3.0,0.8766,25.25,1.37
2022-09-19,France,Europe,Omicron BA.2,3,0,2.0,54,39.0,0.0804,0.034,0.0,0.8744,37.93,1.512
2022-09-21,France,Europe,Omicron BA.2,2,0,1.0,28,32.0,0.0754,0.0201,0.0,0.892,16.81,1.645
2022-09-24,France,Europe,Omicron BA.2,7,0,6.0,107,168.0,0.0417,0.027,0.0,0.88,36.28,1.5
2022-09-25,France,Europe,Omicron BA.2,3,0,2.0,35,69.0,0.0472,0.0339,0.0,0.8805,30.51,1.686
2022-09-28,France,Europe,Omicron BA.2,11,0,10.0,142,143.0,0.0685,0.0357,0.0,0.8963,30.51,1.645
2022-10-09,France,Europe,Omicron BA.2,11,0,11.0,184,187.0,0.0525,0.0202,0.0,0.8976,30.53,1.027
2022-10-16,France,Europe,Omicron BA.2,2,0,2.0,24,48.0,0.038,0.0267,0.0,0.92,11.9,1.436
2022-10-16,France,Europe,Omicron BA.2,1,0,0.0,13,23.0,0.0465,0.021,0.0,0.8909,40.77,1.138
2022-10-17,France,Europe,Omicron BA.2,6,0,5.0,89,78.0,0.0736,0.0275,0.0,0.9088,21.45,1.674
2022-10-19,France,Europe,Omicron BA.2,2,0,2.0,29,30.0,0.0659,0.0385,0.0,0.9064,18.95,1.38
2022-10-20,France,Europe,Omicron BA.2,4,0,3.0,54,84.0,0.0514,0.0285,0.0,0.9125,29.28,1.645
2022-10-25,France,Europe,Omicron BA.2,11,0,10.0,141,209.0,0.0509,0.0228,0.0,0.914,17.81,1.017
2022-10-25,France,Europe,Omicron BA.2,2,0,1.0,27,44.0,0.0449,0.0337,0.0,0.92,11.84,1.647
2022-10-26,France,Europe,Omicron BA.2,4,0,3.0,62,92.0,0.0316,0.0248,0.0,0.9176,26.32,1.805
2022-10-29,France,Europe,Omicron BA.2,2,0,2.0,25,42.0,0.0536,0.0307,0.0,0.92,16.91,1.447
2022-10-30,France,Europe,Omicron BA.2,16,0,14.0,235,240.0,0.0647,0.0309,1.0,0.92,18.92,1.197
2022-11-03,France,Europe,Omicron BA.2,11,0,11.0,143,187.0,0.0692,0.0372,0.0,0.92,18.92,1.013
2022-11-03,France,Europe,Omicron BA.2,12,0,11.0,124,180.0,0.0742,0.0236,0.0,0.92,22.11,1.63
2022-11-03,France,Europe,Omicron BA.2,6,0,5.0,99,84.0,0.0651,0.0321,0.0,0.92,26.46,1.789
2022-11-04,France,Europe,Omicron BA.2,1,0,0.0,10,20.0,0.0535,0.0281,0.0,0.92,23.41,1.357
2022-11-04,France,Europe,Omicron BA.2,7,0,6.0,91,133.0,0.064,0.022,0.0,0.92,34.78,1.468
2022-11-06,France,Europe,Omicron BA.2,30,0,28.0,498,690.0,0.0468,0.0331,3.0,0.92,15.99,1.202
2022-11-07,France,Europe,Omicron BA.2,15,0,14.0,228,255.0,0.0747,0.0311,1.0,0.92,25.59,1.079
2022-11-10,France,Europe,Omicron BA.2,1,0,0.0,12,20.0,0.0445,0.0372,0.0,0.92,14.82,1.645
2022-11-12,France,Europe,Omicron BA.2,10,0,10.0,108,150.0,0.0675,0.0295,0.0,0.92,10.85,1.117
2022-11-12,France,Europe,Omicron BA.2,1,0,0.0,12,20.0,0.0323,0.0187,0.0,0.92,10.85,1.501
2022-11-15,France,Europe,Omicron BA.2,3,0,2.0,29,36.0,0.0858,0.0331,0.0,0.92,34.33,1.072
2022-11-15,France,Europe,Omicron BA.2,10,0,10.0,114,200.0,0.051,0.0198,0.0,0.92,22.11,1.153
2022-11-16,France,Europe,Omicron BA.2,32,0,31.0,393,448.0,0.0673,0.0282,1.0,0.92,22.11,1.073
2022-11-17,France,Europe,Omicron BA.2,1,0,0.0,16,23.0,0.0297,0.0371,0.0,0.92,20.83,1.646
2022-11-18,France,Europe,Omicron BA.2,3,0,3.0,31,39.0,0.0845,0.024,0.0,0.92,33.93,1.605
2022-11-22,France,Europe,Omicron BA.2,24,0,23.0,418,360.0,0.850716448,0.0382,3.0,0.92,24.57,1.266
2022-11-22,France,Europe,Omicron BA.2,1,0,1.0,9,17.0,0.0519,0.0224,0.0,0.92,25.07,0.931
2022-11-24,France,Europe,Omicron BA.2,65,0,62.0,866,1560.0,0.0409,0.0283,5.0,0.92,26.32,1.804
2022-11-26,France,Europe,Omicron BA.2,2,0,2.0,22,24.0,0.0753,0.0277,0.0,0.92,29.0,1.645
2022-11-26,France,Europe,Omicron BA.2,14,0,13.0,241,252.0,0.928090958,0.0235,1.0,0.92,9.38,1.351
2022-11-28,France,Europe,Omicron BA.2,2,0,2.0,32,44.0,0.0507,0.0331,0.0,0.92,10.64,2.198
2022-11-30,France,Europe,Omicron BA.2,11,0,10.0,115,231.0,0.0529,0.0327,0.0,0.92,24.76,1.572
2022-11-30,France,Europe,Omicron BA.2,1,0,1.0,11,15.0,0.089,0.0232,0.0,0.92,28.82,1.381
2022-12-03,France,Europe,Omicron BA.2,21,0,19.0,326,504.0,0.0506,0.0336,1.0,0.92,35.81,1.179
2022-12-04,France,Europe,Omicron BA.2,1,0,0.0,11,18.0,0.062,0.0189,0.0,0.92,35.21,1.484
2022-12-05,France,Europe,Omicron BA.2,83,0,79.0,978,1577.0,0.0566,0.0172,3.0,0.92,22.07,1.68
2022-12-14,France,Europe,Omicron BA.2,21,0,20.0,374,273.0,0.0869,0.0355,3.0,0.92,19.44,1.448
2022-12-15,France,Europe,Omicron BA.2,2,0,1.0,27,46.0,0.0475,0.0376,0.0,0.92,29.13,1.383
2022-12-15,France,Europe,Omicron BA.2,1,0,0.0,16,12.0,0.0858,0.0372,0.0,0.92,29.13,1.236
2022-12-18,France,Europe,Omicron BA.2,9,0,9.0,139,162.0,0.0346,0.0238,0.0,0.92,22.61,1.488
2022-12-19,France,Europe,Omicron BA.2,4,0,4.0,67,92.0,0.0493,0.0326,0.0,0.92,5.88,1.165
2022-12-21,France,Europe,Omicron BA.2,3,0,2.0,32,60.0,0.052,0.0316,0.0,0.92,15.99,1.976
2022-12-24,France,Europe,Omicron BA.2,9,0,8.0,97,216.0,0.0275,0.0201,0.0,0.92,17.87,1.077
2022-12-24,France,Europe,Omicron BA.2,9,0,8.0,138,135.0,0.0677,0.0217,0.0,0.92,27.88,1.531
2022-12-25,France,Europe,Omicron BA.2,5,0,5.0,87,75.0,0.0675,0.0169,0.0,0.92,34.6,1.58
2022-12-26,France,Europe,Omicron BA.2,22,0,21.0,244,506.0,0.055,0.0377,2.0,0.92,34.48,0.927
2022-12-28,France,Europe,Omicron BA.2,2,0,1.0,28,40.0,0.0542,0.0372,0.0,0.92,22.25,1.796
