date,country,region,variant,daily_new_cases,daily_deaths,daily_recovered,active_cases,tests_conducted,positivity_rate,hospitalization_rate,icu_patients,vaccination_rate,stringency_index,reproduction_number
12-09-2021,Italy,Europe,Delta,9,0,8,149,216,0.0503,0.0908,3,0.3452,42.57,1.154
16-02-2021,South Korea,Asia,Alpha,3,0,2,40,60,0.0488,0.1647,1,,69.29,
14-04-2021,South Korea,Asia,Delta,7,0,6,75,161,0.0544,0.1543,3,0.1216,78.79,
04-08-2021,France,Europe,Delta,6,0,5,83,114,0.0539,0.1803,3,0.2857,60.08,0.823
01-05-2022,France,Europe,Omicron BA.2,7,0,,98,133,0.0339,0.0499,1,0.6698,29.73,1.89
28-08-2022,Mexico,North America,Omicron BA.2,7,0,6,119,63,0.1097,0.057,1,0.541,40.42,0.958
20-01-2022,Argentina,South America,Omicron,5,0,4,52,30,0.1831,,0,0.3396,40.72,1.277
17-06-2021,South Africa,Africa,Delta,1,0,0,12,5,0.2063,0.1171,0,0.0908,55.43,0.731
14-07-2021,USA,North America,Delta,4,0,3,60,48,0.0781,0.1591,1,0.2558,60.47,0.504
14-05-2021,Japan,Asia,Delta,47,0,45,778,987,0.0393,0.1862,26,0.1936,61.69,0.54
28-09-2022,Argentina,South America,Omicron BA.2,15,0,14,231,120,0.1453,0.038,2,0.5695,31.7,1.395
22-07-2021,Colombia,South America,Delta,39,1,35,442,390,0.0822,0.1958,24,0.1828,68.69,0.639
22-11-2022,Australia,Oceania,Omicron BA.2,35,0,,437,770,0.0513,0.0245,1,0.92,37.93,1.499
26-12-2022,Italy,Europe,Omicron BA.2,4,0,,57,96,0.0426,0.0306,0,0.92,23.22,1.457
24-10-2020,Pakistan,Asia,Original,3,0,2,42,12,0.2299,0.1635,1,,39.91,
05-03-2021,Germany,Europe,Alpha,122,1,116,1771,2196,0.0675,0.1105,57,0.0705,81.25,0.4
23-01-2020,Colombia,South America,Original,11,0,10,133,77,0.1516,0.0947,,0,12.42,1.02
04-03-2020,South Korea,Asia,Original,2,0,1,23,48,0.0341,0.2071,1,0,82.42,0.4
03-09-2022,UK,Europe,Omicron BA.2,2,0,,24,38,0.0604,0.0455,0,0.8338,30.06,1.001
17-01-2021,Turkey,Asia,Alpha,2,0,1,26,22,0.0906,0.1108,0,0,77.12,0.4
20-06-2021,UK,Europe,Delta,1,0,0,14,19,0.0521,0.1339,0,0.2177,77.97,0.498
05-03-2022,Australia,Oceania,Omicron,10,0,9,144,220,0.0616,0.073,2,0.562,34.7,0.927
21-12-2022,Russia,Europe,Omicron BA.2,2,0,,33,14,0.1416,0.0285,0,0.649,,2.033
20-01-2021,Pakistan,Asia,Alpha,26,1,24,313,78,0.3294,0.161,8,,72.62,0.4
23-02-2020,Pakistan,Asia,Original,20,0,18,340,100,0.1962,0.1947,17,0,95.49,0.4
12-02-2020,Spain,Europe,Original,3,0,2,36,66,0.0385,0.2006,1,0,15.61,1.025
20-02-2020,Germany,Europe,Original,30,0,28,460,,,0.1784,21,,12.84,0.615
28-01-2021,Germany,Europe,Alpha,3,0,2,47,69,0.0431,0.1544,1,0.0255,62.06,0.503
04-03-2021,Canada,North America,Alpha,3,0,2,33,36,0.0962,0.1771,0,0.0711,66.08,0.507
16-12-2020,Pakistan,Asia,Alpha,97,2,90,1466,388,0.2387,0.2145,,,60.32,
05-12-2022,Japan,Asia,Omicron BA.2,12,0,11,123,192,0.0596,0.0191,0,0.92,22.93,1.199
01-11-2021,Turkey,Asia,Delta,109,1,101,1211,872,0.1269,0.2035,,0.2724,59.6,0.522
23-02-2021,Argentina,South America,Alpha,3,0,2,35,30,0.0963,0.1985,,,68.88,0.412
19-02-2021,France,Europe,Alpha,9,0,8,116,180,0.0521,0.1952,6,0.0575,72.06,0.469
12-04-2020,South Korea,Asia,Original,4,0,3,47,64,0.0726,0.1803,1,,79.5,0.4
15-11-2020,Turkey,Asia,Original,1,0,0,14,6,0.1667,0.1826,,,41.09,0.779
07-06-2021,Russia,Europe,Delta,22,1,20,387,242,0.0746,0.2448,15,0.1189,55.09,0.989
13-02-2022,Russia,Europe,Omicron,6,0,5,90,48,0.1559,0.0704,,0.3825,51.05,0.926
28-03-2022,Japan,Asia,Omicron BA.2,11,0,,168,176,0.0606,0.0392,1,0.6248,23.62,1.203
26-12-2021,Australia,Oceania,Omicron,1,0,0,14,21,0.921310478,0.0796,0,0.5038,43.2,1.285
10-02-2020,France,Europe,Original,5,0,4,71,105,0.0319,0.1324,2,,,0.719
24-08-2020,India,Asia,Original,70,1,66,1177,770,0.0893,0.152,36,0,57.03,0.4
22-06-2020,Pakistan,Asia,Original,13,0,12,208,52,0.2401,0.099,,,51.29,0.4
21-08-2021,USA,North America,Delta,10,0,9,143,240,0.0208,0.1508,5,0.3155,,1.036
03-10-2022,Argentina,South America,Omicron BA.2,6,0,5,97,66,0.0819,,0,0.5713,32.31,1.949
11-10-2020,Germany,Europe,Original,45,0,43,466,675,0.0661,0.2088,19,,,
21-07-2020,Spain,Europe,Original,3,0,2,46,60,0.0617,0.1486,1,0,71.71,0.4
06-10-2020,USA,North America,Original,39,0,37,567,507,0.0896,0.1859,31,0,43.87,0.678
10-05-2021,India,Asia,Delta,756,12,697,13063,7560,0.0951,,,0.1157,62.43,
15-08-2021,Brazil,South America,Delta,33,1,30,365,330,0.1087,0.1344,12,0.1848,53.7,0.585
20-06-2020,Pakistan,Asia,Original,5,0,4,86,20,0.252,0.0928,1,0,49.88,0.407
19-02-2022,Colombia,South America,Omicron BA.2,35,0,33,430,350,0.1042,0.0541,,0.3714,57.04,1.01
27-03-2022,Japan,Asia,Omicron BA.2,1,0,0,14,16,0.0613,0.0517,0,0.6125,27.89,1.571
08-05-2020,Pakistan,Asia,Original,31,0,28,564,155,0.1881,0.1938,,0,66.8,0.401
04-06-2021,Pakistan,Asia,Delta,1,0,0,11,3,0.3086,0.1821,0,0.0632,83.85,0.4
25-04-2022,Argentina,South America,Omicron BA.2,3,0,,38,33,0.0947,0.0748,0,0.4439,30.68,1.532
15-04-2020,Argentina,South America,Original,1,0,0,12,,,0.1313,0,0,84.51,0.4
31-10-2021,India,Asia,Delta,49,1,45,690,539,0.0832,0.1359,15,0.2649,51.26,1.076
28-02-2022,India,Asia,Omicron BA.2,672,4,646,9009,5376,0.1144,0.0615,112,0.3879,38.38,1.27
20-01-2022,Turkey,Asia,Omicron,42,0,39,580,378,0.1228,0.0597,,0.3525,25.87,1.512
26-04-2022,Pakistan,Asia,Omicron BA.2,230,2,216,2532,690,0.3323,0.0531,,0.2283,21.28,1.948
12-08-2022,Mexico,North America,Omicron BA.2,9,0,,124,72,0.1312,0.064,,0.5209,27.05,1.554
29-10-2021,Indonesia,Asia,Omicron,62,1,59,879,310,0.209,,15,,42.41,1.444
18-11-2021,Australia,Oceania,Omicron,4,0,3,53,56,0.0913,0.057,0,0.4555,38.34,0.887
26-06-2022,USA,North America,Omicron BA.2,17,0,15,234,221,0.0704,0.0476,2,0.7286,11.61,1.401
27-10-2022,Australia,Oceania,Omicron BA.2,1,0,,12,21,0.0494,0.0175,0,0.9189,13.62,2.058
22-01-2021,South Africa,Africa,Alpha,-3,0,2,50,12,0.2697,,2,0.0126,75.94,0.4
28-02-2022,Mexico,North America,Omicron BA.2,5,0,4,72,55,0.0915,0.0527,0,0.3886,32.37,1.316
14-05-2021,Argentina,South America,Delta,2,0,1,23,14,0.1292,0.1609,,0.1177,75.8,0.495
29-03-2022,Canada,North America,Omicron BA.2,8,0,,103,160,0.0526,0.0524,1,0.6358,20.35,2.221
07-06-2022,Spain,Europe,Omicron BA.2,1,0,,16,15,0.07,0.0393,0,0.7308,39.04,1.272
20-11-2021,South Africa,Africa,Omicron,5,0,4,56,15,0.3459,0.0964,1,0.1436,45.84,1.161
25-02-2022,Germany,Europe,Omicron,19,0,18,247,266,0.0669,0.0388,2,0.6056,,1.676
29-04-2022,Australia,Oceania,Omicron BA.2,4,0,,68,52,0.0642,0.0591,0,0.6606,32.67,1.52
02-10-2022,Italy,Europe,Omicron BA.2,8,0,7,130,168,0.0461,0.0182,0,0.8835,32.17,1.367
18-06-2020,Brazil,South America,Original,17,0,15,235,136,0.1135,0.1833,,0,48.17,0.577
20-07-2022,Mexico,North America,Omicron BA.2,9,0,8,156,63,0.1537,0.0338,1,0.5064,24.79,1.926
08-10-2021,South Africa,Africa,Delta,4,0,3,71,16,0.2557,0.21,2,0.1525,48.93,1.16
19-03-2022,USA,North America,Omicron BA.2,15,0,14,188,255,0.0681,0.033,1,0.6224,37.24,0.96
06-12-2021,France,Europe,Omicron,12,0,11,136,192,0.0641,0.0605,1,0.4589,30.84,1.553
22-06-2021,Pakistan,Asia,Delta,21,1,18,276,105,0.1939,0.1202,,0.0771,77.84,0.4
23-06-2021,France,Europe,Delta,1,0,0,15,13,0.0623,0.2083,0,0.2358,54.63,1.003
28-10-2020,USA,North America,Original,2,0,1,24,26,0.0775,0.1919,0,,52.36,0.517
24-07-2020,USA,North America,Original,43,0,41,771,989,0.0461,0.1235,27,0,80.82,0.4
09-06-2020,South Africa,Africa,Original,3,0,2,43,9,0.3179,0.1321,,,51.76,
19-08-2021,Turkey,Asia,Delta,2,0,1,29,22,0.0868,0.2047,,0.2239,69.72,0.502
17-04-2021,India,Asia,Delta,47,1,44,790,329,0.1705,,,0.0901,72.56,0.4
20-06-2022,Mexico,North America,Omicron BA.2,3,0,,52,30,0.1112,0.0378,,0.4677,39.97,1.31
16-08-2022,USA,North America,Omicron BA.2,7,0,,83,154,0.0466,0.028,0,0.822,10.02,1.874
25-07-2020,Mexico,North America,Original,35,1,31,525,350,0.1013,0.2,,,,0.443
20-03-2021,India,Asia,Delta,105,2,100,1731,1155,0.0848,0.1679,47,0.0469,77.06,0.523
16-08-2022,Turkey,Asia,Omicron BA.2,4,0,3,64,40,0.1223,0.0669,1,0.5335,23.57,2.359
01-06-2021,Turkey,Asia,Delta,1,0,0,10,10,0.1243,0.1768,0,0.1308,62.11,
31-08-2021,USA,North America,Delta,2,0,1,31,46,0.0341,0.2038,0,0.3265,62.25,0.801
11-02-2020,Japan,Asia,Original,4,0,3,54,,,0.1251,1,0,9.68,1.158
21-09-2020,Russia,Europe,Original,31,1,28,558,217,0.1519,0.0998,12,0,50.84,0.439
29-03-2022,Italy,Europe,Omicron BA.2,1,0,0,16,20,0.041,0.0539,0,0.6296,28.72,1.578
11-06-2022,Germany,Europe,Omicron BA.2,12,0,11,164,180,0.0738,0.0318,1,0.7215,27.37,1.784
11-09-2020,UK,Europe,Original,5,0,4,63,90,0.0503,,1,,51.38,0.415
10-11-2020,UK,Europe,Alpha,1,0,0,9,21,0.059,,0,,53.97,0.755
04-08-2020,Australia,Oceania,Original,1,0,0,10,20,0.0444,0.1465,0,0,46.35,0.663
31-03-2021,Australia,Oceania,Alpha,1,0,0,13,13,0.0792,0.1138,0,0.1151,53.19,0.518
13-07-2021,Turkey,Asia,Delta,1,0,0,13,6,0.1686,0.1902,0,0.1824,74.31,
21-06-2021,UK,Europe,Delta,27,0,25,328,324,0.0722,0.1805,9,0.2445,67.23,0.427
12-07-2020,Mexico,North America,Original,20,1,18,290,200,0.0918,,,0,67.82,
28-05-2022,Australia,Oceania,Omicron BA.2,1,0,,17,13,0.0648,0.0485,0,0.7068,10.63,1.595
25-05-2021,Mexico,North America,Delta,17,1,15,287,187,0.1061,0.2216,,0.1159,68.72,
03-04-2020,France,Europe,Original,1,0,0,12,,,0.2004,0,0,73.47,0.4
07-10-2022,USA,North America,Omicron BA.2,47,0,44,640,1128,0.0371,0.0269,4,0.9024,26.72,1.275
03-05-2020,USA,North America,Original,3,0,2,38,42,0.0634,0.1745,1,0,68.23,0.4
17-11-2021,Russia,Europe,Omicron,47,0,44,478,517,0.0919,0.0447,3,0.2846,26.87,2.116
01-02-2021,South Africa,Africa,Alpha,1,0,0,11,3,0.3088,0.1877,,,60.38,0.643
13-10-2022,India,Asia,Omicron BA.2,84,0,,1176,588,0.1505,0.0609,13,0.5719,17.83,2.448
31-07-2022,Turkey,Asia,Omicron BA.2,6,0,5,83,54,0.0932,0.0448,0,0.4875,39.41,1.113
17-10-2021,Italy,Europe,Omicron,22,0,20,239,528,0.0575,0.0733,4,0.394,46.55,0.854
18-11-2022,South Africa,Africa,Omicron BA.2,43,0,,616,129,0.3281,0.0732,13,0.3414,29.37,2.14
30-10-2021,France,Europe,Omicron,1,0,0,14,20,0.0571,0.0479,0,0.4259,65.12,0.929
27-07-2022,Turkey,Asia,Omicron BA.2,21,0,20,245,189,0.0957,0.0564,,0.4959,,
07-02-2020,UK,Europe,Original,6,0,5,63,102,0.0683,0.1597,1,0,19.18,0.699
30-01-2020,Japan,Asia,Original,1,0,0,12,,,0.09,0,0,8.93,0.913
27-03-2022,Russia,Europe,Omicron BA.2,33,0,30,419,363,0.0942,0.0595,6,0.4006,29.42,1.655
25-04-2021,Mexico,North America,Delta,26,2,23,443,260,0.0899,0.2345,,0.0745,81.52,0.4
16-05-2022,Turkey,Asia,Omicron BA.2,5,0,4,68,55,0.0844,0.0678,0,0.4247,34.87,2.095
15-11-2022,India,Asia,Omicron BA.2,250,1,237,4181,2250,0.1001,0.0425,,0.606,12.11,2.024
02-12-2022,Pakistan,Asia,Omicron BA.2,4,0,3,68,16,0.2495,,1,0.3425,26.93,2.164
04-03-2021,Indonesia,Asia,Alpha,38,1,35,560,152,0.2413,0.1895,24,,65.71,
20-03-2020,Russia,Europe,Original,4,0,3,60,,,0.1008,1,,69.88,0.4
07-05-2022,USA,North America,Omicron BA.2,24,0,23,310,552,0.0524,0.0491,2,0.6807,14.69,1.513
12-08-2021,Russia,Europe,Delta,4,0,3,47,32,0.1395,,,0.2041,58.56,
27-12-2020,UK,Europe,Alpha,1,0,0,15,21,0.0415,0.2064,0,0,67.48,0.4
23-06-2022,Germany,Europe,Omicron BA.2,23,0,22,250,529,0.0329,0.0421,2,0.7417,,1.802
07-09-2022,Italy,Europe,Omicron BA.2,2,0,,32,28,0.0759,0.0243,0,0.8689,40.85,1.141
23-04-2020,Pakistan,Asia,Original,13,0,12,232,65,0.198,0.1285,,0,95.19,0.4
30-03-2021,Argentina,South America,Delta,16,0,14,175,128,0.1131,0.1367,6,0.0761,79.82,0.428
08-08-2021,Canada,North America,Delta,12,0,11,165,168,0.0765,0.1371,3,0.2967,48.51,0.706
21-04-2022,South Korea,Asia,Omicron BA.2,2,0,,27,46,0.045,0.0583,0,0.6742,,1.46
21-09-2020,Spain,Europe,Original,2,0,1,19,40,0.0607,,0,,50.96,0.4
15-11-2020,Argentina,South America,Original,1,0,0,16,7,0.1567,0.1227,0,0,42.87,0.709
07-05-2022,India,Asia,Omicron BA.2,126,1,118,1480,756,0.1593,0.0749,20,0.4479,11.69,2.266
03-08-2022,UK,Europe,Omicron BA.2,21,0,,369,273,0.0719,,4,0.8047,,1.72
05-09-2021,Turkey,Asia,Delta,5,0,4,67,35,0.1447,0.1346,2,0.2185,,1.064
29-10-2022,France,Europe,Omicron BA.2,2,0,,25,42,0.0536,0.0307,0,0.92,16.91,1.447
21-02-2021,India,Asia,Alpha,188,3,176,2217,1128,0.1609,0.1151,69,,61.68,0.523
01-07-2020,Italy,Europe,Original,1,0,0,17,16,0.0557,0.1959,0,,71.81,0.4
03-08-2021,South Korea,Asia,Delta,1,0,0,14,12,0.0763,0.1015,0,0.2976,83.62,0.4
05-05-2021,India,Asia,Delta,40,0,38,411,280,0.1371,0.1318,10,0.094,71.35,
11-01-2022,Argentina,South America,Omicron,7,0,6,127,63,0.1091,0.0918,3,0.3413,43.56,1.362
18-03-2020,South Korea,Asia,Original,15,0,14,204,285,0.0388,0.101,4,0,83.21,0.4
13-11-2021,Mexico,North America,Omicron,121,3,110,1892,1210,0.0757,0.0524,17,0.2858,33.2,
13-08-2021,Japan,Asia,Delta,1,0,0,10,23,0.0304,0.1183,0,0.2979,49.16,0.918
04-07-2021,Indonesia,Asia,Delta,11,0,10,157,44,0.2467,0.1209,4,0.0844,60.68,0.608
04-06-2020,Russia,Europe,Original,1,0,0,9,11,0.0921,0.145,,0,69.95,0.4
05-11-2022,Indonesia,Asia,Omicron BA.2,2,0,,34,10,0.2096,,0,0.3383,27.86,2.205
30-09-2022,Russia,Europe,Omicron BA.2,6,0,5,70,60,0.1069,0.0508,,0.5684,18.15,
01-03-2020,Mexico,North America,Original,5,0,4,55,,,0.0979,1,0,77.12,0.4
28-10-2020,Russia,Europe,Alpha,14,0,13,230,98,0.1529,0.1082,5,,47.29,
11-06-2021,Russia,Europe,Delta,29,1,26,429,319,0.1086,0.2357,23,0.1355,63.21,0.689
18-07-2022,France,Europe,Omicron BA.2,5,0,,82,95,0.0596,0.0334,0,0.7834,39.82,1.11
23-09-2022,Brazil,South America,Omicron BA.2,7,0,6,100,49,0.1558,0.0518,,0.5792,20.68,1.265
03-10-2021,India,Asia,Omicron,8,0,7,145,72,0.1027,0.0888,,0.2434,,0.81
27-06-2021,Argentina,South America,Delta,3,0,2,52,18,0.1756,0.2378,3,0.1747,78.02,0.4
28-11-2021,Mexico,North America,Omicron,4,0,3,57,40,0.0987,0.0524,0,0.3006,42.85,1.612
20-11-2021,Pakistan,Asia,Omicron,20,0,18,329,100,0.2107,0.067,,,,1.514
01-07-2020,Brazil,South America,Original,2,0,1,31,12,0.161,0.1581,,0,53.22,0.4
11-12-2022,Colombia,South America,Omicron BA.2,3,0,2,49,24,0.1325,0.0355,0,0.6163,39.36,1.055
26-01-2021,Spain,Europe,Alpha,1,0,0,10,18,0.0578,0.1803,0,0.0188,55.99,0.675
12-06-2021,Russia,Europe,Delta,26,1,23,383,234,0.1115,0.2122,21,0.129,64.04,0.81
09-03-2020,France,Europe,Original,50,1,47,855,,,0.1637,28,0,85.91,
21-11-2021,Indonesia,Asia,Omicron,117,2,112,1383,468,0.2579,0.1099,,0.1522,57,0.768
25-12-2022,Argentina,South America,Omicron BA.2,8,0,,87,80,0.0981,0.0353,0,0.6381,38.85,1.497
17-07-2021,Colombia,South America,Delta,28,0,26,327,224,0.1095,0.2107,,0.1673,60.3,0.61
05-10-2021,Russia,Europe,Delta,6,0,5,62,42,0.1345,0.2135,,0.2384,,0.653
26-07-2020,Argentina,South America,Original,1,0,0,14,8,0.1289,,0,0,54.75,0.563
12-01-2021,Indonesia,Asia,Alpha,141,4,127,1487,705,0.1975,,37,0.0213,74.37,0.4
12-04-2020,France,Europe,Original,1,0,0,13,22,0.0585,0.1879,0,0,75.33,0.4
16-06-2021,South Africa,Africa,Delta,1,0,0,15,3,0.3375,0.2297,,0.0807,54.56,0.842
25-01-2021,Turkey,Asia,Alpha,6,0,5,62,48,0.1181,0.1839,1,0.0184,50.81,0.856
06-11-2021,Germany,Europe,Omicron,3,0,2,32,60,0.0561,0.0712,0,0.4304,64.41,
14-08-2020,USA,North America,Original,133,2,122,1408,1995,0.0544,0.1412,53,,52.52,0.449
14-10-2021,India,Asia,Omicron,16,0,15,239,96,0.1708,0.0928,,0.2394,47.49,0.935
30-08-2021,Indonesia,Asia,Delta,9,0,8,112,27,0.3283,0.1292,2,0.1315,42.82,1.249
04-02-2021,Brazil,South America,Alpha,8,0,7,113,48,0.1714,0.1612,,0.0057,62.99,0.4
01-12-2021,South Africa,Africa,Omicron,3,0,2,30,12,0.2619,0.0913,0,,,0.837
13-10-2021,France,Europe,Omicron,4,0,3,59,56,0.0618,0.0437,0,0.3893,64.53,0.821
26-11-2022,UK,Europe,Omicron BA.2,5,0,,60,100,0.0391,0.0292,0,0.92,25.16,0.999
04-05-2021,UK,Europe,Delta,1,0,0,14,16,0.0722,0.1457,0,0.1547,51.15,0.632
01-12-2022,Brazil,South America,Omicron BA.2,13,0,,136,117,0.1226,0.063,,0.6298,23.7,2.08
23-01-2020,Indonesia,Asia,Original,13,0,12,194,65,0.2166,0.0927,3,0,12.5,
20-05-2020,USA,North America,Original,3,0,2,40,42,0.0713,0.1382,1,0,54.94,0.4
29-06-2020,Canada,North America,Original,1,0,0,15,20,0.0517,0.138,0,,55.23,0.585
17-08-2022,Turkey,Asia,Omicron BA.2,1,0,,15,10,0.1148,0.036,0,0.5318,31.78,1.107
01-02-2021,Canada,North America,Alpha,2,0,1,27,26,0.0714,0.1031,0,,63.54,0.57
29-07-2022,Spain,Europe,Omicron BA.2,4,0,,68,56,0.068,0.023,0,0.7882,20.98,1.202
18-08-2020,India,Asia,Original,20,0,18,236,120,0.1636,0.1239,4,,66.04,0.4
17-08-2021,Russia,Europe,Delta,15,1,14,230,150,0.1219,0.1018,5,0.1971,60.98,
27-01-2020,Russia,Europe,Original,34,1,31,566,,,,21,,17.27,0.769
03-12-2021,Mexico,North America,Omicron,44,1,39,734,484,0.0975,0.0578,12,0.2868,38.83,1.736
06-04-2020,South Korea,Asia,Original,3,0,2,45,,,0.11,0,0,70.01,0.4
17-07-2021,South Korea,Asia,Delta,54,0,50,606,1242,0.0522,0.1032,17,0.2721,67.4,0.453
14-10-2022,South Africa,Africa,Omicron BA.2,12,0,,213,48,0.2574,0.0776,4,,16.74,1.632
26-07-2021,Japan,Asia,Delta,1,0,0,12,20,0.0444,,0,0.288,77.75,0.415
12-03-2022,Germany,Europe,Omicron BA.2,11,0,,179,187,0.0662,0.0583,2,0.5891,12.78,2.215
12-07-2020,Italy,Europe,Original,5,0,4,51,115,0.0322,,1,0,62.41,0.407
11-05-2020,Argentina,South America,Original,2,0,1,26,18,0.1198,0.1688,0,,64.78,0.402
30-11-2020,Colombia,South America,Alpha,3,0,2,32,21,0.1414,0.1708,0,,55.26,0.687
04-12-2020,Germany,Europe,Alpha,1,0,0,14,19,0.0485,0.2017,0,,52.08,
22-07-2022,Argentina,South America,Omicron BA.2,12,0,,170,132,0.1043,,1,0.4864,24.71,2.2
04-08-2021,Colombia,South America,Delta,8,0,7,96,80,0.1148,0.1067,1,0.1831,48.42,0.843
24-11-2020,USA,North America,Alpha,74,1,71,1193,1184,0.064,0.1306,46,0,45.96,0.916
15-06-2022,USA,North America,Omicron BA.2,28,0,26,506,336,0.0903,0.0279,2,0.7304,19.79,1.676
22-11-2021,South Africa,Africa,Omicron,4,0,3,59,16,0.2527,,0,0.1678,42.42,1.087
16-05-2021,UK,Europe,Delta,4,0,3,45,48,0.0807,0.1262,1,0.1797,76.97,0.411
25-03-2022,Brazil,South America,Omicron BA.2,9,0,,92,72,0.1292,0.0628,1,0.3879,,1.473
23-05-2020,Germany,Europe,Original,13,0,12,140,,,0.2012,7,0,63.57,0.467
07-07-2020,Canada,North America,Original,20,0,19,231,260,0.0535,0.208,13,0,64.36,0.4
13-03-2021,India,Asia,Alpha,87,1,81,874,696,0.138,0.1312,17,0.0668,61.96,0.55
11-11-2022,Mexico,North America,Omicron BA.2,2,0,1,21,22,0.1013,0.0342,0,0.6116,20.18,1.862
18-03-2021,USA,North America,Delta,11,0,10,147,154,0.0745,0.2181,8,0.1127,78.02,0.516
03-09-2020,Colombia,South America,Original,1,0,0,12,9,0.1019,0.1936,0,0,46.73,
23-04-2020,South Africa,Africa,Original,6,0,5,76,18,0.3233,0.1622,,0,78.98,0.4
20-06-2022,Pakistan,Asia,Omicron BA.2,7,0,,87,28,0.2561,0.0557,0,0.2593,31.18,1.691
28-12-2022,India,Asia,Omicron BA.2,215,1,204,2475,1290,0.1646,0.0475,,0.6348,32.72,
16-06-2020,France,Europe,Original,1,0,0,16,12,0.0925,0.1463,0,0,60.07,0.4
06-10-2022,Argentina,South America,Omicron BA.2,1,0,0,18,6,0.1609,0.0333,,0.5802,13.87,2.036
04-03-2022,Turkey,Asia,Omicron BA.2,3,0,,50,27,0.0934,,0,0.3949,48.02,1.131
01-06-2021,Japan,Asia,Delta,14,0,13,244,182,0.0625,,10,0.2047,70.34,0.4
16-02-2022,Germany,Europe,Omicron,13,0,12,229,156,0.083,0.0578,2,0.5669,27.33,1.629
23-07-2021,South Africa,Africa,Delta,6,0,5,97,24,0.2514,0.2217,5,0.1124,71.83,
28-03-2021,Brazil,South America,Alpha,9,0,8,100,54,0.1781,0.2126,3,0.0675,,0.4
01-06-2020,Brazil,South America,Original,20,1,18,325,140,0.1483,0.1232,8,0,71.88,0.4
22-05-2021,Mexico,North America,Delta,5,0,4,61,35,0.128,0.1583,,0.1184,62.8,0.616
22-01-2022,Canada,North America,Omicron,21,0,20,301,399,0.0692,0.0588,3,0.5291,53.12,0.856
11-05-2022,Turkey,Asia,Omicron BA.2,6,0,,74,60,0.1047,0.0645,,0.4476,27.7,2.04
02-10-2022,South Korea,Asia,Omicron BA.2,7,0,6,93,154,0.0388,0.0213,0,0.8793,16.29,1.62
29-11-2020,Australia,Oceania,Alpha,8,0,7,139,136,0.0566,0.181,4,0,,0.932
06-04-2022,Pakistan,Asia,Omicron BA.2,15,0,13,258,45,0.3245,0.0803,4,0.2299,15.84,2.799
11-09-2020,South Korea,Asia,Original,1,0,0,17,16,0.07,,0,0,55.27,
16-09-2022,Russia,Europe,Omicron BA.2,1,0,0,12,7,0.1445,0.0304,,0.5715,7.1,1.809
26-07-2021,Canada,North America,Delta,3,0,2,43,60,0.061,0.0985,1,0.2869,79.92,0.4
21-08-2020,Germany,Europe,Original,6,0,5,75,102,0.0617,,1,0,29.43,0.705
23-03-2021,Brazil,South America,Alpha,18,0,16,180,108,0.1704,0.1406,6,0.0755,73.4,0.44
14-08-2020,Italy,Europe,Original,1,0,0,13,16,0.0573,0.151,0,0,39.92,0.633
10-09-2020,Pakistan,Asia,Original,29,1,26,369,116,0.2465,0.154,,0,62.76,0.4
11-09-2020,Brazil,South America,Original,11,0,10,118,99,0.1121,0.1209,3,0,59.65,0.513
23-07-2022,Japan,Asia,Omicron BA.2,12,0,,198,228,0.025,0.037,1,0.7933,10.62,1.947
15-12-2022,USA,North America,Omicron BA.2,3,0,2,53,57,0.0571,0.0202,0,0.92,23.49,1.237
02-07-2020,USA,North America,Original,28,0,26,325,420,0.074,0.1687,11,0,46.94,0.4
29-05-2022,Colombia,South America,Omicron BA.2,2,0,,27,22,0.0946,0.0528,0,0.4521,29.07,1.982
17-12-2020,Pakistan,Asia,Alpha,26,1,24,346,130,0.1959,0.1465,8,0,50.85,
15-05-2020,Italy,Europe,Original,3,0,2,37,,,0.1632,1,,,0.74
19-02-2022,Turkey,Asia,Omicron,14,0,13,248,84,0.165,0.0476,2,0.3664,55.54,
16-05-2022,Spain,Europe,Omicron BA.2,9,0,8,160,144,0.0501,0.054,2,0.6901,26.08,
11-02-2022,Mexico,North America,Omicron BA.2,27,0,25,400,297,0.0901,0.0681,5,0.3743,33.06,2.318
27-11-2022,USA,North America,Omicron BA.2,38,0,36,424,570,0.0753,0.0367,4,0.92,9.29,2.003
23-12-2021,UK,Europe,Omicron,9,0,8,133,171,0.0388,0.0521,1,0.4868,45.94,0.928
01-11-2021,Indonesia,Asia,Omicron,5,0,4,62,25,0.2013,0.0968,,0.1636,73.1,0.522
24-03-2021,Canada,North America,Delta,6,0,5,72,102,0.0572,0.1656,3,0.1081,78.81,0.4
15-07-2022,Germany,Europe,Omicron BA.2,3,0,,36,63,0.0419,0.0391,0,0.7657,18.74,
27-10-2022,Australia,Oceania,Omicron BA.2,1,0,0,13,21,0.0469,0.0204,0,0.92,39.85,1.153
16-04-2020,Germany,Europe,Original,4,0,3,64,60,0.0771,0.1815,3,,93.8,0.4
23-10-2020,Turkey,Asia,Original,1,0,0,10,8,0.1078,0.1782,0,0,53.9,0.511
10-05-2020,UK,Europe,Original,5,0,4,74,70,0.0549,0.177,2,0,55.1,0.553
20-11-2020,Turkey,Asia,Alpha,45,0,42,566,270,0.1737,0.1868,,0,40.75,1.044
07-04-2020,UK,Europe,Original,1,0,0,16,,,0.1715,0,0,77.33,0.4
